barcodes,xcoord,ycoord
BGOBRBRBRBGBOO,3570.7,2036.9
OGOGGOROBGGGOB,4834.7,1698.7
GRGRGROOGRROGR,4986.8,3491.6
RBGNGOBGBBRGGR,1811.4,3919.6
GGGBBRBOGRBBBR,4018.9,3508
ORROOBRGORRRBO,5137.6,3078.7
BOBRRBOBORGBGR,3320.7,2138.5
RGRBRROBGBBBBB,2156.1,3637.1
BOGOGBGOBOOBGO,1599.7,2452.5
GROBBBGRRGBORO,3465.4,2868.7
OGOBBBGGBBGBGO,3921.6,3521.4
OOBORGGBORGRBO,3818.3,3716.9
BOGOOBORRBGRRG,2777,4229.7
OGRROROGRORBBO,2817.1,3052.6
GRGOOGRBOGBGBB,1463.4,4690.7
BRBOBGOOOBRORO,3663,2539.1
OOGBOGRBGRRGOG,2353.8,1418.9
ROGOROOBBOBGGB,3886.7,3978.4
BOOBBOOOBRGGOB,3364.3,3352.8
GGBBBGGOROOGGG,4489.5,1425
BROBGGROOOBGGG,4647.7,3962.5
GRGOGBBRRBORBO,2260.1,2894.4
ROOGBGGBOBBORR,5259,2832.1
GOGOOBBBROBOBR,4414.1,2744.4
GRBOOOBGRBRRRG,3216.6,2425
GOOOGOGBORRROB,1914.5,3625.7
OBBGORRBGBBGOG,4873.5,3713
ROOROBGBRROBGG,5035.6,3344.1
BRORGGRBOOBGGG,4784.1,2131.5
BGBBNOROGRGGGO,4000.5,3261.5
RGGOGGBROROBGO,3545.4,958.4
BGOBBGBGRBGBOR,4136.7,4710.8
GOROBBROORGOBR,4735.7,2538.1
OROBOBOOBOOBOR,2180,2434.5
BGNBRROGOORGGG,2917.1,3010.3
GROOGOGROOOOBG,1499.5,1564.3
BOGBOGOOGBOGGB,3170.7,3278.3
GRGOBBBGGOROGG,3781.8,4532.4
GRBGOOGROOBOBO,2464.5,3869.4
BOGBGBGBOOGBRO,2339.3,4342.6
OOOOOGBOOGGBGO,2464.7,3920.3
RGROBGGGRGBGOB,3628.4,3920
GOBRBORRGBRBBB,4182.6,3615.2
BOROBOGGRBOGOR,4874.8,2881
ORBGOGGOGOOOGB,4292.2,3936.3
RRRGBOOGGRORBB,4341.4,1599.7
RGBBOGBRROROOG,2601.2,1005.9
BRBGBRBBOORBBO,3118.8,4626.5
BOGGGBBBOOROBO,5154.3,2924.4
OOBBGGRBRGBRGG,4259.9,4395.9
GBOGGOGBROBBBB,4991.9,4621.7
RBBGRRBGBBOGGO,5006.8,1770
OOBOBBBBRRRORG,2902.2,4096
RGGBGGBGROOBRB,2688.5,3980.4
BBGBBBGOGBBORG,3579.4,4118.8
BOGORRGBGBGBGG,3501.6,1034.6
RROGORGGROOGGR,2508.5,1122.5
OGGRBBROGOOROG,2378.3,1318.8
BBGGGGOGGRBOGR,2375.7,2210.2
GRRROOOBBOGORR,3946.6,1294.8
BBGRRRBBBOBRGB,4611.8,3258.9
OOOBGOGOGBGRRB,3365.8,4826.1
RRGBBOOBGGRRGR,3552.8,3658.9
OOOGGRBBBRGOBB,2622.7,762.34
RRGBRBORBORORB,5048.4,3462.3
RGGONGRBBORRBB,3629.4,2716.5
BRBGGBORGRGGOR,2724.4,2863.3
BRBONGGRBOOOBR,2810.8,3866.8
GGBRBGRRGGBOOO,2209.7,3652.9
GORRGGBRBRRBOO,2945.8,2999.8
RGORRGOBGBROBB,3763.1,2472
RGGGOGOGRRBGGB,4165.8,953.92
OOBRROBBBOOONO,4983.7,1396.9
RBGROGGRGORBOB,4797.6,1366.2
BBGBBRRRBRRRRG,4696.2,3858.5
BORGGOBGRGGGGR,5408.5,2253.6
GOBGBRBOORBRGO,4315.9,4469.7
BOOBBBBGBBGOGR,5079.2,3792
OROOBBRRRRGRRR,2709.9,4053.6
OROBGOOROBGBRG,2987.8,3784
RBONRGOOGROROR,4788.4,1745
OOBROORGOOBOBR,4049.4,2204.4
BBBBBGGOGOGBOB,4403,3824.2
OGRGGOGBBRBOOG,2465.2,4537.6
GROBGGOGROGGGG,4797.2,2577.3
RGBGGRRBORGOOG,2410.5,4541.2
OOOGOGOOBOOBGO,4287.5,4470.5
RBRGOGBOBBBGBO,5349.4,2185.8
GROBBGBBOGRGGO,2276.4,1291.9
OBOGRBBBGGROBR,2369.6,2182.3
ROGBBBRBROBRRG,4631.5,3455.6
BORRBRRGROORGG,5230.3,2880.1
ROGOBRGGGOGOOO,4908.9,1922.3
BGGOGBGOOGOGGR,2221.8,4421.4
BRGGRRRGOBRBRR,1657.9,4358.2
RRGRBRROOOOBBG,3112.8,3102.1
BOOGRROGRGGOGO,5349.8,2562.1
RBGOGBGBRORBOR,5011.7,2317.5
OBRGORBGGRBRGB,3331.4,4201.3
ROGBGGGGOGOBBG,2265.2,1438.4
GRBRRRRROOOOBB,3193.4,866.51
GGRGGBRGGRRBGR,4909.3,3836.7
OOBRRBBRROBGBO,4688.6,3120
RGRORGBROORGOO,3462.5,2042.1
RGBROBBBRORROR,3955.8,4617.3
GGBBBRGGRRBORO,4421.6,3158.6
RRGBRRBGBGOOGB,3661.5,1071.9
OOGOGGGROBGBRG,2243,4729.8
BGRBBBOOORBOBB,3210.1,2748
BGGOBRGGOOROOR,4372,3861.9
ORBBBBOBOGOOGR,2345.3,5409
GOGGOGROGBGORG,2885.6,1748.1
GGRRBOBOGOGBBG,1063.3,2188.2
OBOGRROGGORGGG,2472,4765.9
GGBGOBBGRRRBBR,2713.2,1565.3
OBOBGBROGOBGBO,3452.5,4235.1
RBRBOGBGROOGGO,4073.9,1118.4
RRGGOORORGOOGO,3319.4,4002
BGRRBRBRBGBBRO,4733.6,2793.7
BRGRGOOROGBGOO,4548.9,1293.9
OBGOBGGOOROOBO,1342.4,1635
OROORGBGGGRRRR,2175.1,3775.3
GBROBBOOOOGOOG,3209.8,553.53
ORBRBGRBOOOBBR,3204.1,3044.3
GGGBORGGORRBGO,4856.4,2717.2
OBRBBBBGRRBOGR,2370.6,4731.9
GBRGROGBROGOBG,3573.7,1314.6
ORBOGORORBRGOB,1227.7,3421.1
OOBOGROBGBBBBB,3714.1,1147.9
OGBGBROOGOOGGB,2308.5,4561.1
GORBBOGGOOOOGO,4042.1,4065.5
BGROGBGGBROBOB,4622.9,3604.7
GOBGGBGROOGBRO,3571.1,908.8
BBRORRGOOBROGG,5422.7,2167
RBRGBRRGRRROGO,4169.8,4572.1
OGROGOOBORGGBB,5249.6,2635.5
BOOGBORBRGBBBR,2965.6,1528.6
GBROGGGGGGOBOB,4349.3,4595.3
RROOGBRGGROOGG,2807.6,1506.7
OGOBRGBORORGBB,4133.6,1060.2
OBRBOROBGGOOGO,3941,1543.4
BOOGRBGOOBGOBR,4954.3,3495
OGBRBOGROORBRO,4615.6,2065.7
BBRGBRBROBBOGG,3659,1125.2
GROOOOGOBBBRBB,5061.3,2511.4
ORGBBBGOGOGBGO,2318.9,1097.2
BGBBRRGRBOGBRO,4880.8,1735.7
RBGGBGBBBOGOGR,4642.5,2098.4
GGGBBROOGGOBBG,4155.4,4296.1
BBOOOGGOGBBORG,2070,3142.1
GOOBRRORBROGGB,3037.8,2984.5
BGRRBBORROBRBR,1816.2,2357.4
ORRGOROBGOBGRO,2619.2,1874.3
GRBBBGROOOOROO,4066.7,1260.7
GBOOBBGOGORGOR,2750.3,2079.8
GOGBGORROGRRRG,5672.6,2474.1
GOOBBGOBGBBRRB,2177.6,4416.6
GBBOOOGOOGBOOO,4421.1,2004.9
BORORBRBRGGRBG,4922.2,1853.4
GBOOBBOOBOGOOO,2215.3,2056.4
RGBRRBBGRBOGBG,4317.8,2928.6
BRBGBRRORBOOBB,4331.6,3695.6
ORRGOOOGRORRGO,3796.6,1869.7
OBOBBRBBBROGGR,3098.4,4258.7
OORBGGBOGOGRBB,4651.3,3977.4
GOORGGGOBGGRGG,4195.4,4612.9
GRGGBRGBRGRRRR,2135.6,1530.3
BBBGOGBGRRBROG,3251.3,4789.6
GRGRBBBBBORGBB,2174.8,4604.5
RRRONRGRBOBOGR,1430.3,1646.6
BORBBOOOGOOOOR,2816.5,3704.4
RBGRBGROOOBGBO,4049.9,5238.5
RGOOBROROOGGRG,2492.4,1039.2
OROBRGOBGGBBGO,3295.7,3247.9
OOBGBBOORBBOOB,5398.1,2192.3
BGBRGBBORBOGOB,3288.4,2663
RGOGOGBORROOOR,1508.9,1813
RRRGGORORGOGBR,3678.9,2654.2
RGBBBORBRRGBBG,3971,1952.7
RBORBRBRRRORRR,4206.2,1476.8
ROGRRGRGGOBBBO,4233,4427.2
RBBGBBRBORRBBG,2583.6,5418.6
BBGROGROOROGBG,3820.2,1510.1
BGOGGOORBORGRB,3104.8,4877.8
BGOBBGGOOGBORO,3383.3,4048
GGBBOBRRRRRRRB,1417.7,2130.8
BRBROBROOOBBRO,4811,2084.3
BBGNBRROORRGRB,4546.7,4057.4
RGBOOBBOROBOBO,4902,1485.2
GBBORBRBRBRORR,3891.8,3964.5
BORGGRGBGRRBOR,5317.6,3462.8
GGBOGROGRBOBGO,3791.9,1849.2
OBOBOOBROROBRR,3871.4,1616.2
GORBBOOOOOROBR,2174.7,3248.1
BGGOGROBOROBRG,4321.9,3905
GGGBGBROGOBGBO,4848.2,4784
BRBRGBOROBGGRB,3886.8,3461.2
GRGORBGORBGRGR,1513.1,2658.4
GOGRRRBORBOGRR,2550.3,1208.4
OGROBBOOORGBBB,4077.7,1801.9
BOBBRBBBOOROBO,2966,947.89
GRGRRBORRRBBRB,1780.8,4193.7
ORBBRRRBGRBOBG,3002.1,4551.1
OGRBGBBGOORBBB,1382.4,2722.4
RGBGOBBROBBOOO,2150.5,4647.2
ROOOBGGBRGORGG,4057.7,3515.8
RBGGBBGOOOROGB,4453.6,3053
ORBOGRRBOOBGGG,5583.4,3504.6
ORBBBRRBRORRGR,4189.4,4628.1
BGGRRGGRBBOBBR,3190.4,3867.7
GOOGBOGGRORGOG,4518.8,2880.9
GBRRBBGBROOBBB,5000.6,3739.5
GGBBBROOGROGBR,2207.2,3683.4
BBOROBBOGBORGR,2867.6,3807.5
GGBROOOGOORGBO,3645.2,5026.4
OGOOGBBBBBOBNO,4464.9,2863.7
ROROGGGOGRBBOR,1450,1460.8
BGRROGGGOOGBBO,3114.1,980.15
OBBROGOOOROROG,1191.2,2173.6
RGORGGRBOOROBB,2795.7,4698.3
RBOBOGBRBBOOBO,3286.6,1129
OBBOGGGGBROBOO,3779.5,1031.4
GORORBGOBBGBBR,2153.7,2176.9
BGBRBGBRBGBORB,2173.8,2556.8
RGRBOOGGRGGRBO,2646.1,3316.3
BGBGNORBGRRGBG,5027.6,1937.6
OOBGROROOBRGGR,4606.2,1388.8
GOGGBGBORBBBBG,5694.4,2883.3
GGBBBBOROGOORO,1270.2,2885.4
OOGBOBBGBGORGG,3418.4,3732.8
GBBGGRGGROGRGR,2895,943
GRGGOOBGGRRBOR,4433.9,1052.3
OBGRGGGRBBOBRB,2757.9,2013.6
OGOROOORRRBORR,3956.9,3990.5
BGGBOOBBBBROOR,4822.6,1826.8
GORBBBGOGOGBGR,4207.8,3603.3
BBBBBROGOBRGBR,3163.4,4555.4
ROGGRGBGROGRGR,3764.5,3564.8
BRRBGROBOBRORR,4044.2,2048.8
BBRRRORGOGOOGR,3071.8,4254.7
GOOGBBORRRRBRR,2234.7,3932.8
BGRGOOGGBORBOR,4232.7,4612.6
RBRBOGRRBGOBRB,2763,2600.9
OOGBRRGGGGRROO,1412.4,1727.1
RGBOBGGBBGGGGG,5133.3,3219.6
RGOROBOROBGGRB,5171.5,1690.5
RRBOGOBBOBBBRO,4710.4,3038.5
ORBRBBGORRBOGR,1900.6,1201
OBROBGRBBOBOGR,4371.2,3400
BGRRNGOGBBGBBG,3600.9,1401.2
ROBOBGROGRROOO,2118.8,3372.7
RBRRRROOOOORRB,5134.4,3396.5
GGGBOGORRGRBOG,2203.7,5278.4
RBGBRBBGGROOGG,5316.4,2008.4
BGOGOOGORGBOBR,2541.3,2610.5
RBBGBRGBGBGOGG,3268.4,3920
GRRRBBGROOORRB,3160.9,4527.7
GGBRGOBBBGOBBR,4119.7,1595.2
OOGOBGOROGOORO,4472.2,3012.7
ORGOOGRORBBROG,4992.8,1988.7
GRGOGBOOGRBRGO,3042.4,2923
BRRBGBGRROBGRB,4524.5,3544.8
BOBOORBGRRGRRR,2963.8,2955.2
GRBGORBOOROBBG,2068.3,4004.4
RORBGRRGRORRBG,4687.1,2094.4
BBOOBOBBGGGRRR,4411,3568.2
GGBOBBBGOBBOGG,2419.3,3606.6
OOBOGRGRBGBBBR,4341.6,3638.7
GGRNBBRGGRRORO,2856.4,1881.3
RRBGBGOROOGORR,4727,2684.6
GRBGBOBOBOROOR,4630.2,1980.2
BORRORGOROROOG,4526.4,4931.6
RGGBBGGBBBOROG,4228.3,3055.3
BBGGBOBBRORBRO,4303.1,3155.4
OOOBGOOBBOOGBO,3500.5,2584.2
ROROGGBBRROGGB,2197.7,1187.4
OGROBRGOOOBROO,3626.3,4007.4
OOBRBGGBOOORBB,1323.1,4522.5
GGBGBBGGORGGBO,3369.3,814.59
GOOOBGOGBBGRBR,4515.5,4957.3
GRGRORBRRBBBBB,5604.6,3982.5
BGRRBRBBOBOBBB,4507.9,2584.3
OOOGROBGORBORO,2772.5,1160
GROROBBBBBROBR,1735,4973.7
BGOGBROOBOOBGO,3860.2,3490.4
GOOGBBBOOOBGOO,4040.6,3408.9
BGGBOGBRORBORG,3490.5,1814.4
RRBGBRBBROGBGG,3484.2,794.37
BOGBBGBOOROORR,3908.8,1510.7
RGOBBOGORBGOOB,3364.2,2429.5
ROROGORRRROBBB,3801.9,3761.6
BGOGBROGROOBBB,4175.1,3330.9
BGROBBRRBBBGGR,2533.8,5712.4
RGRRBBBBBGGRRR,2019.5,3796.6
GBRRGORBBOGGRR,3487.9,2244.3
RGGBGGGGRGRROB,5115.8,2071.5
BORRRRRBOGRRGR,4354.4,3574.5
BRBBRBOGGGBGRG,1237.8,3405
RBBBGROGOORBGB,3939.8,916.23
OGRGOBGOGRBBGB,1503.7,2697.7
RRGGGGGOORBOGB,2558.2,4457.7
GRROGOOOORGRBR,4686.2,2560.1
BOGBOBRBOGGBGG,3464.4,4268
ORBBRRRGGOOOOB,4490.4,2772.8
BBBROOOROBRBBR,4342.7,2817.6
GOOOGOGORBOGGG,1274.4,4480.6
OGOOBGBBRRBBGB,3762.6,3151.3
BGRRGBGBORBGBO,4440.1,1945.8
GGBGGBGORBGOOO,4252.2,3964.4
GBGGROGBORGROO,4799.7,2931.7
ORGBGBGGRBOGGO,2033.1,3042.7
GOGROBOGRORGBR,4697.9,1807.7
OBGGBBBOGGBORG,2725.2,4474.6
GOBBBBGRBGBBBG,4867.8,2772.1
OGORBBOORROGGG,3789.6,2254.5
BOBOOBRGBRROOG,3766.2,336.34
OOGRBGOBRRROBB,4296.2,3838.1
OOOORGOBOROORB,3733.7,585.22
BGBOGROOOGGBOB,3475.1,3343.1
RGRGRBRGOORGGG,928.95,2909.4
RGROORGOGBRROB,2819.6,2217.8
GBOORROBORRBBO,5370,2632.6
OGOBRGGGROGRGO,2185.9,1355.5
BRBGOGBBORORBG,3487.8,1570.4
OGORGGBBORGBBR,3474.2,4047
RGORBOGGOGBGGB,3360.3,3854.1
GRORORROGBOORG,2686.4,1573.1
BORGBORBOGOGBO,4858.4,2422.1
RRGRBBOGOGGORO,2562.9,1861.1
GBRBORBBRRGRRB,2459.9,3828.4
GGOBRBBOGROGBO,3534.9,3181.6
ROBGBBGORBGGOR,3595.6,3009.4
OBGOOGROGOGBOR,3105.5,4634.3
ROBGOGROOGGGGO,4290.5,3635
BGGGBBBROBBBBG,2813.4,1628.2
ROGOOBRORBBOOO,5684.6,3967.5
RROBBOORBBBBRR,5637.1,3327.3
OOOGBROGROGRBB,3153.1,3055.7
ROOGBGRBROGRBO,3020.6,3117.5
OOOOBOBOOOGOGO,4419,1637.7
RGOORBGOOOROBO,5432.2,2418.6
GOOOBGBRRBORRR,3778.7,1363.6
ROORORBOROOGOR,2263.2,3817.7
BRRBBRRGROOBGB,4813,2773.2
ROBRGOGBOOROBO,2092.6,3392.1
RBBOBGGBRGRRBB,4227.8,1561
OBRRRROOBORRGO,4252.3,3483.6
RRBGROROOBOGOO,1109,4274.4
BGGBOGRBGRGGGG,4213.9,2103.8
ROOGBGBOOOGOOG,4097.5,2788.9
BRGGOBOOGOGBOO,1080.5,3708
RORBRBGRRORBBG,4001,1804.2
RBORGGRORGGOOO,5602.4,3786.6
GOGOOGGORROGGG,3306.7,3879.9
BBGRGRRORGROBR,4934.4,3785.4
RBROBRGGRBOOOG,5001.1,2027.5
BBBRORROGRRBBR,1504.9,1050.1
OGGROGGBGBOOBB,4720.5,2803.4
OBOBBROGOROGRG,1128.4,2428.6
GOGROGOGOROROO,3724.9,4029.6
RBOBRBOBROGRGG,2734.2,4216
BBOGGBBROGRBOB,2489.2,4378.3
RRBGOBGRORRRRG,3608.6,813.89
GGBGGBRGROGOGG,5579,2797.7
RGBOOBOGROOBOR,5035.1,3403.7
OOGBBGRRRBBBBB,4411.6,1158
RGRBGORRROOBBG,3678,1942.4
OOBGBOOGGRBGRO,1641.3,857.56
GRBGOBOBRBORBG,4789.9,2695.7
GGBBGBOBOOBGGB,1288.3,3116.4
RBRRGBBROGOGBR,2447.3,4597.7
BRGBBRGOBOGGRR,1346.6,2949.9
BGRBRBRBRBORRO,3407.6,2839.4
GBOBRBBORRRRBR,5128.6,3450.5
BOOGROGOGORGGB,4590,3463
OGGGOOGGROGRGR,4163.2,2398.5
GBGGBGOOORGOGR,3225.2,3836.5
GGBNROGGROOGBB,2986.3,2836.1
ROROOBGRRRBGRO,4549.2,4268
OOROGOGBRBBOGR,2234.3,4561.3
RGOGGGGGGRBROR,993.2,1486.1
RGRGBGOGROGOGG,2986.5,4688.8
OGOOBBGRORBBGO,3583.7,5176.5
GROGBRORGRGRRO,3278.5,4222.4
RGRBBBBGGRGBBB,3449.2,2695.8
GRGBORRGGRBOBR,2340.1,4047.7
OGRRBBGOOOORBR,3279.8,3774.4
GBROOBROBBBBBB,4206.8,3793.6
RBOBBRGGBGBGGR,2412.9,4461.6
GGGRGRGRGOOBRO,1516.3,1957.4
BGBBRBRGRRBRRR,4387.7,2754.6
RGBOOBRBORGGRO,3212.7,4867.9
GRRBOGRROBBRRO,3967.7,2458.2
GROOOORGBRBBRB,4527.1,4186.4
ORBGOBBBGGBGGB,1557.4,2030.7
RRGOGRBBGBROBG,5243.9,1853.2
RORGOBGOBORROO,2331.7,2588.9
BRBRRGRRRRGGRB,2914.7,3848.2
GORBBRGOGOOOBB,2888.7,4778
OGOOOROORGRGRO,3538.9,1943.5
RGBBGRGBBRGBOG,4888.7,2586.1
GGOOOBORGRGOOB,4777.5,2687.8
GRRGOGROGBBBGB,4367.6,4089.6
GOOBOORRBBRBGB,3852.5,2324.3
GBOGGRBGBOGBOG,3409.5,1776.3
RBOBOGBGBRBBRG,3754.6,2176.8
OBBOBOOROBBRRO,3347,766
ROBOGBBGRRGBOO,3773.6,3918.2
OOOOGROROBGRRO,2806.1,2241.7
BOBRORBRRBBBOO,4586.1,3670.1
RGGOBBBRRORRRO,4095,2544.1
GGOORGRRBOGORR,2944.8,4203.3
ROBBGBORGBROOG,2345.6,2334.8
OOOOGROGGOOBGR,4713.9,4260.5
GORBRGGBOROBBR,4061.9,3625.3
OOOOGOOGORRGRO,3278.4,3932.3
GGRRNOGGGBBRGG,2507.3,1922.4
RBOOGROROGROBB,3331.8,1833.3
GBBOGBBBOOOROR,3628.1,4048
GBRRBGBBROGGBR,3668.5,4264.7
BRBGOBBBOOGBOR,4688.4,3794.2
BBBGGBOOOOGRBR,3105.8,3133.4
OORBBORGRBORRR,2467.3,956.85
GROGOGBOOROOBO,2769.3,4689.2
OGBGBGBBGBBOBB,4858.7,2031.4
BGOBGRRGRGRGOO,2188.2,2836.4
GOGGGBOOROROGB,4179,1762.4
BOOGBBGRROBGRR,2058.1,4208.7
BRBRBBOBOBGOOR,4699.1,2837.4
OORRBROBBOBOBR,2980.6,4018.1
BOGBBRORORBBBB,5072.8,3174.7
RGRRGRGBORBRBB,2584.1,4176.6
RROBBBOOOORGGO,2647.3,1619.2
ORBOGBBBGBGGBR,5235.9,2849.8
RORGRBGRORBORG,4755.9,4724.5
GROGOGRBOBGBBR,2252.6,1527.5
OBBGOOOOOOBBBO,3796.4,4846.4
BGBBOGBOOBROOO,3194.9,2879
GRRBOGOBRBGGGB,4161.5,1296.1
RRRGBGGORBOBRB,4167.1,3716.7
GGOBGROOGRORBO,2681.1,4472.9
ORGBBOROOOGRRB,4788,2664.2
OOOGOBROGOGBOR,2477.1,2627.8
GRRRRGBGBOOOGR,4866.7,2580.7
ORBGGBGRBORORR,3271.1,4365.5
ORRRBBOGRBRBBR,2620.5,4754.6
GBOGBBOBROBGOO,4872.6,4415.5
BGGGGBOOOOBOBG,1438.3,2761.5
ROGGBORBOBBBOG,3833.3,3812.6
RRROBORGRBOGGG,2726.2,4282.1
ORGROBORBGRBRB,2712,1036.7
RBOBGGGORBGRBB,2356.7,1983.6
RBBGRGOGGRRBBR,2502.4,1108.6
OROGBBGBOGOOGG,4381.3,2247.9
ROGBORGOOOBROO,3555.7,4806
ROOGRGGGBBGOOG,3617.8,1062.2
BRRBOGOGBGRBRG,3134.1,1516.6
RBBBBGBOGROOGG,4063.5,1486.6
OOOGOGGBOOBGOO,2710,4439.6
RRRBRBOBORGBGB,2696.8,4575.7
BOGBGRRRBBBORB,920.31,2977.9
RBGBOOGROGBORG,4272.2,3878.6
OROOGRGBRBOORG,3690.4,4548.7
RGGONOOORGGRBG,3259.6,4288
BRRBBGGBRGRGGO,2022.3,2232.8
GGBOBBRBGBBOGG,3468.5,4353.4
ROROGBOOBRROGO,2574.8,4571.4
BGRGOBBGBRROGG,4497.2,4798.1
OOGRGRGRBOBRRB,3404.4,1639.4
RBOBOBOGGRORGO,1092.9,3926.1
BBORGBGBBRGRGG,2358.7,3908.4
BGBRBORRBRGRRG,2542.3,2994.5
OBBOOGGBGGOGBG,4415,2914.3
BBOOGRBROGOGOG,2487.4,1350.3
OOGOBGRBBRBROB,3435.2,2130
RGORNBBGBBRGBO,2787.2,4255.5
RBGGGBOORGRGGR,4985.8,2567.7
BGOGRBRBRBRRGR,4329,3890
RRRBRGRRBORGRG,2443,4496.5
OORGOBRGOBOGGR,2860.3,4228.3
BGBBOBOOORGGGB,2826.8,2710.6
OORGOGOGGBBBOR,3937.4,4419.9
OBBOOOGRORBGGR,3349,2359.5
BGBOBRRORBROBG,3962.9,989.91
ORROBOOBGBORBB,4786.1,1986.1
BGBOGGOORBBROG,2907,4512.1
OBOBOBGBOBGOBO,1536.7,3833
GBBOGOGGBOBOOB,4182.4,4697.2
BGBOORGBBGGRBR,2753.6,2849.1
RRRROBBOOOBROR,3105.5,4229.1
BBROOGOOGGOGRR,4349.1,2279.6
BRGGRGGGGOBGGG,4918,4600
OGBBOGOGGRGOBG,2685.7,3586.2
GBRGGBOBOGGRRO,4490.1,2991
BBBROGBOOORROB,3809.7,4603.3
RBROBBRBGRROBO,3979.5,4701.8
OBBGOOBORGROBO,5030,1688.3
GBOGGGRGRGGROO,3097.9,5073.6
GGRORRRBOOROBR,3400.8,4700.6
BBGRBOOORBBRRR,2978.5,3028.9
OGRGBBGGBBRGGB,4172.4,1449.6
ORBOBGGROGROOB,2306.1,1562.8
OGROBGBBGROBGG,2597.7,4420.5
BRBRBBOOOGBGGB,4066,3909.2
GOGGORBROBGBRO,4176.5,4293.5
GORRGGBBOGGOBB,1639.7,1750.9
GGGROGGRBORROG,2505.6,4378.6
GRGBGRBOGOBGGR,3395.1,2940.8
RBBRBOOOROOOOR,5552.4,2413.4
GOGRGOOGGOBRRR,4602.8,1920
OOGORORBGBGRBR,4590.3,1929.4
BOGRBBGROOGROR,3222.7,3003.4
BOGRGBOBOGRRBB,3276.1,3815
BOGORROOOOGBRB,4275.5,4313.3
RBBGGBGGOBOOOO,3302.6,4678.2
ROBBRRGBOGOOGR,1533.5,802.17
ROBOGRGBGRBORB,4285.9,3792.5
GBOGOROBOGROGO,1361.9,4380.8
ORBOBBGRBBRRRR,4573.6,3428.9
OOBOGGGGGGBOGR,4598.5,2070.5
OOGOOBBOGROOOG,4322.8,2373.7
GOOBRBBOOBGBOR,4382.7,4724.4
GOOORBBBRROOOR,2455.6,1417.3
BBGGGGGOORGRRO,3878.6,3886.3
GOORBBGOORGBBO,1698.7,1719
RRGOBGOOGRBRBB,2078.1,1141.9
BBBBBOBBORBGOB,4411.6,2321.6
RBOOROROROGBRR,2477.3,4956
RRBGBRROGGOBGG,4138.1,4668.8
GRBBOGBOGGROGO,2745.2,3743.9
GGGBRBRRRROGGB,2929,2403.7
OOROGGOBROGBGG,5423.6,2393.6
GBGOOBGOGBOROO,3086.5,4248.3
OGGOOGOBOOROOR,4309,4302.6
OOGROBOOOORGBG,3739.7,3990.3
OBOROBGOORBBBG,4653,4016.1
RGRBROOGROOBOG,4334.5,3817.2
BOGBNOGGRRGRBR,1950.6,1064.9
BRBRGBRGORRROR,2701.5,3067.1
BGOORBGORGRBGR,2223.7,1525.2
BRGRBBGOGRRGOG,4521.6,3735.3
GRGORRRBORGGOO,4933.1,2559.1
BROOGRRBGBGRBO,4418.8,2790.2
GBOGOBRBORGOOG,2303.3,2979.3
RRGRROOROBGORR,3112.5,4726
ORRRRRRGOROOBO,4246,4207.8
RGBRROROGROOGG,2468.9,1604.6
RBRRGBGORGOROG,2851.6,602.03
BGGROGRGRGBBGR,3298.1,3362.6
GBRBGGGBGRRRGO,4355.3,3319.7
RRBBGOBGROOROG,2906,4197.4
ORBRBRRBBOGBBR,4188.5,1845.4
ROOGRBGGGGGOGB,3643.4,4750.5
GOOOOBBOORGGGO,2457.8,2511.2
GOGRBGOGRGOBGG,3667.9,2695.7
GOGGBGBORBBBGG,5693.6,2882.6
BRRROGGBRBBGOO,5025.8,1656.3
BRBOBGOBOBBRBR,1811.7,3317.2
GORBBBOORROGRB,4336.7,5268
ROBORGGGGGOBGG,5596,3775.7
RRRGBRROROBGRO,4591.3,2572.7
GROROBGBOGGGBR,3365,2952.3
GOBOBGORBGOBRR,2375.6,1700
GOROOGBGOOBBGB,4062.5,1045.9
GBRGGBGOOOGRBR,4298,1541.9
GBOGBRRGBGBRBO,4468.3,3783.3
OBGBGBBBRGBRBR,2745.6,4774.9
RGOGOROBROOGBR,4301.6,2344.2
BGBRGOOBOROBBO,2291.6,2478.8
GOORORGOBBOBOB,2315.1,2018.7
BBGRGGGORBGBBG,5396.3,2067.5
BOOGOGGBOROOGG,4638.5,3985.6
OOBGOORBRGORBO,1200.2,3839.3
GBGRBGOGOBRORO,4296.2,4276.2
RGRRGRRGRBOOOG,3527.5,3734.3
RGRRBRRGGBGBGG,3119.4,4487.9
OOBGRRGOBORGBR,5267.4,2857.8
RGRORBGROORBRO,4598.3,4003
OBGGBRGRGRBRRG,4591.6,3808.8
BGGBORRRBRGRRR,3837.1,1250.5
BRBGGGOBGRGBRO,5533.5,2838.8
GOBONRBGBGOBOG,2065.3,2360.8
BGROGROGRRGBOO,3806.2,2854.5
BROOGRGRRRRRRB,5035.1,2048.6
RGBRORBBRRBBOB,2727.3,4928
OGOBGGGOBRBOBG,4692.7,4162
RGBGBRGBRRGGOB,5122.5,2242.7
GBGBOGOGGOBGGR,4121.7,3348.8
GRGRORGBRRBGBR,4646.3,1551.1
OGOBGGGGBGGGGG,2269.7,3695.9
GOBOOGBRBRROBR,3871.9,4176.9
ROBBGROROROORB,2950.4,5205
OGORBGBBBRROOG,3546.4,3244
BBRBORRGRGBBGR,1489.7,2491.6
GBOBRBGBOOOBOG,2269.9,4627.7
BOOGRGGBRGBOOR,4572.7,2653.4
